Key,English,Chinese,ChineseTraditional
str_taskDia_10011_02,那就做一双皮鞋呗~\n没有皮革？造一个<color=#7F00FF>皮革厂</color>不就好了,那就做一双皮鞋呗~\n没有皮革？造一个<color=#7F00FF>皮革厂</color>不就好了,那就做一雙皮鞋唄~\n沒有皮革？造一個<color=#7F00FF>皮革廠</color>不就好了
str_taskDia_10012_01,别光顾着自己啊，部落里其他人还光着脚，都眼巴巴的看着你呢。,别光顾着自己啊，部落里其他人还光着脚，都眼巴巴的看着你呢。,別光顧著自己啊，部落裏其他人還光著腳，都眼巴巴的看著你呢。
str_taskDia_10012_02,多做几双嘛，再开发些新款式，引领潮流！,多做几双嘛，再开发些新款式，引领潮流！,多做幾雙嘛，再開發些新款式，引領潮流！
str_taskDia_10013_01,<color=#7F00FF>裁缝铺</color>用了这么久了，也改升<color=#7F00FF>升级</color>了吧，你觉得呢？,<color=#7F00FF>裁缝铺</color>用了这么久了，也改升<color=#7F00FF>升级</color>了吧，你觉得呢？,<color=#7F00FF>裁縫鋪</color>用了這麼久了，也改升<color=#7F00FF>升級</color>了吧，你覺得呢？
str_taskDia_10014_01,听说了吗，<color=#7F00FF>基兰德岛</color>被攻陷了！,听说了吗，<color=#7F00FF>基兰德岛</color>被攻陷了！,聽說了嗎，<color=#7F00FF>基蘭德島</color>被攻陷了！
str_taskDia_10014_02,我早久想到了，他们的整天只顾着研究法术，两耳不闻窗外事，肯定被德鲁尔打了个措手不及！,我早久想到了，他们的整天只顾着研究法术，两耳不闻窗外事，肯定被德鲁尔打了个措手不及！,我早久想到了，他們的整天只顧著研究法術，兩耳不聞窗外事，肯定被德魯爾打了個措手不及！
str_taskDia_10014_03,可不是嘛，部落里大部分人都被俘虏了，\n只有几个厉害的法师宁死不屈，找机会逃了出来。,可不是嘛，部落里大部分人都被俘虏了，\n只有几个厉害的法师宁死不屈，找机会逃了出来。,可不是嘛，部落裏大部分人都被俘虜了，\n只有幾個厲害的法師寧死不屈，找機會逃了出來。
str_taskDia_10014_04,有人说在丛林深处见过他们，不过没人敢靠近...,有人说在丛林深处见过他们，不过没人敢靠近...,有人說在叢林深處見過他們，不過沒人敢靠近...
str_taskDia_10014_05,德鲁尔真是太猖獗了，连默不吭声的基兰德都不放过。,德鲁尔真是太猖獗了，连默不吭声的基兰德都不放过。,德魯爾真是太猖獗了，連默不吭聲的基蘭德都不放過。
str_taskDia_10014_06,<color=#7F00FF>基兰德</color>的<color=#7F00FF>法师</color>这次该醒悟过来了，\n他们的实力可不容小觑。,<color=#7F00FF>基兰德</color>的<color=#7F00FF>法师</color>这次该醒悟过来了，\n他们的实力可不容小觑。,<color=#7F00FF>基蘭德</color>的<color=#7F00FF>法師</color>這次該醒悟過來了，\n他們的實力可不容小覷。
str_taskDia_10014_07,不如...想办法让他们加入我们，一起对付德鲁尔。,不如...想办法让他们加入我们，一起对付德鲁尔。,不如...想辦法讓他們加入我們，一起對付德魯爾。
str_taskDia_10014_08,要是他们能加入就太好了，我还没见识过真正的法术呢！\n不过既然他们这么厉害，肯定不会轻易归顺我们吧...,要是他们能加入就太好了，我还没见识过真正的法术呢！\n不过既然他们这么厉害，肯定不会轻易归顺我们吧...,要是他們能加入就太好了，我還沒見識過真正的法術呢！\n不過既然他們這麼厲害，肯定不會輕易歸順我們吧...
str_taskDia_10014_09,那就看你的实力咯，强者终归还是要屈服于更强者。,那就看你的实力咯，强者终归还是要屈服于更强者。,那就看你的實力咯，強者終歸還是要屈服於更強者。
str_taskDia_10015_01,哼，别得意，刚刚不过是你们人多罢了。\n就你们这装备...也就欺负一下普通人吧,哼，别得意，刚刚不过是你们人多罢了。\n就你们这装备...也就欺负一下普通人吧,哼，別得意，剛剛不過是你們人多罷了。\n就你們這裝備...也就欺負一下普通人吧
str_taskDia_10015_02,我这不是还在练手嘛...\n再说了，这石器时代，\n难道还有比我们这儿更好的装备？,我这不是还在练手嘛...\n再说了，这石器时代，\n难道还有比我们这儿更好的装备？,我這不是還在練手嘛...\n再說了，這石器時代，\n難道還有比我們這兒更好的裝備？
str_taskDia_10015_03,当然，森林里有个<color=#7F00FF>神像</color>，\n只要<color=#7F00FF>供奉</color>它就能得到强大的<color=#7F00FF>神器</color>，\n比你们的可厉害得多！只不过...,当然，森林里有个<color=#7F00FF>神像</color>，\n只要<color=#7F00FF>供奉</color>它就能得到强大的<color=#7F00FF>神器</color>，\n比你们的可厉害得多！只不过...,當然，森林裏有個<color=#7F00FF>神像</color>，\n只要<color=#7F00FF>供奉</color>它就能得到強大的<color=#7F00FF>神器</color>，\n比你們的可厲害得多！只不過...
str_taskDia_10015_04,神像在一次大地震以后损坏了，不知道能不能修复好,神像在一次大地震以后损坏了，不知道能不能修复好,神像在一次大地震以後損壞了，不知道能不能修復好
str_taskDia_10015_05,<color=#7F00FF>修复</color>个<color=#7F00FF>神像</color>有什么难，看我的！,<color=#7F00FF>修复</color>个<color=#7F00FF>神像</color>有什么难，看我的！,<color=#7F00FF>修復</color>個<color=#7F00FF>神像</color>有什麼難，看我的！
str_GetFailTitle,For failure,收取失败,收取失敗
str_GetFailDesc,Insufficient storage capacity!,存储容量不足！,存儲容量不足！
str_GetFailBtn1,Update warehouse,升级仓库,升級倉庫
str_GetFailBtn2,Direct recycling,直接回收,直接回收
str_naming,What's your name,你的名字,你的名字
str_naming_des,"Try to remember, your name is:",努力回想一下，你的名字是：,努力回想一下，你的名字是：
str_naming_tip,"(Click to enter 7 characters without special characters *._, etc.)",（点击输入7字以内，不含特殊字符*._等）,（點擊輸入7字以內，不含特殊字元*._等）
str_MainBtnIcon_1,hero,英雄,英雄
str_MainBtnIcon_2,inventory,物品栏,物品欄
str_MainBtnIcon_3,manufacturing,制造,製造
str_MainBtnIcon_4,pet,宠物,寵物
str_MainBtnIcon_5,adventure,冒险,冒險
str_MainBtnIcon_6,To build,建造,建造
str_MainBtnIcon_7,The store,商店,商店
str_costTime,When {0},用时{0},用時{0}
str_guide2_1_001,好晕啊，这里是哪里啊？,好晕啊，这里是哪里啊？,好暈啊，這裏是哪里啊？
str_guide2_1_002,喂喂，别睡了，都穿越到原始时代了，\n还睡这么香，再睡就要被原始人吃掉了！,喂喂，别睡了，都穿越到原始时代了，\n还睡这么香，再睡就要被原始人吃掉了！,喂喂，別睡了，都穿越到原始時代了，\n還睡這麼香，再睡就要被原始人吃掉了！
str_guide2_1_003,？？？\n巴恩你怎么回事？你死后成精了？,？？？\n巴恩你怎么回事？你死后成精了？,？？？\n巴恩你怎麼回事？你死後成精了？
str_guide2_1_004,等你饿死的时候说不准还可以成仙。\n（一脸鄙夷）,等你饿死的时候说不准还可以成仙。\n（一脸鄙夷）,等你餓死的時候說不准還可以成仙。\n（一臉鄙夷）
str_guide2_1_005,咕~~~好像是有点饿...\n（看着狗，滴口水）,咕~~~好像是有点饿...\n（看着狗，滴口水）,咕~~~好像是有點餓...\n（看著狗，滴口水）
str_guide2_1_006,你你你，你别看我！\n这里环境很复杂，留着我可有大作用！\n看到旁边的<color=#7F00FF>野菜</color>了吗！就那个！,你你你，你别看我！\n这里环境很复杂，留着我可有大作用！\n看到旁边的<color=#7F00FF>野菜</color>了吗！就那个！,你你你，你別看我！\n這裏環境很複雜，留著我可有大作用！\n看到旁邊的<color=#7F00FF>野菜</color>了嗎！就那個！
str_guide2_2_001,W a i t！这些野菜需要<color=#7F00FF>烤熟</color>了才能吃！,W a i t！这些野菜需要<color=#7F00FF>烤熟</color>了才能吃！,W a i t！這些野菜需要<color=#7F00FF>烤熟</color>了才能吃！
str_guide2_2_002,生火嘛，野外求生我可是学过的。\n先去砍棵树，<color=#7F00FF>搜集</color>些<color=#7F00FF>木材</color>。,生火嘛，野外求生我可是学过的。\n先去砍棵树，<color=#7F00FF>搜集</color>些<color=#7F00FF>木材</color>。,生火嘛，野外求生我可是學過的。\n先去砍棵樹，<color=#7F00FF>搜集</color>些<color=#7F00FF>木材</color>。
str_guide2_2_003,木材搜集完啦，现在去<color=#7F00FF>搭建</color>一个<color=#7F00FF>篝火</color>。,木材搜集完啦，现在去<color=#7F00FF>搭建</color>一个<color=#7F00FF>篝火</color>。,木材搜集完啦，現在去<color=#7F00FF>搭建</color>一個<color=#7F00FF>篝火</color>。
str_guide2_2_004,铛铛~\n这样就大功告成啦，接下来就可以开始生火了。,铛铛~\n这样就大功告成啦，接下来就可以开始生火了。,鐺鐺~\n這樣就大功告成啦，接下來就可以開始生火了。
str_guide2_3_001,这火太小啦，你到底会不会生火呀！,这火太小啦，你到底会不会生火呀！,這火太小啦，你到底會不會生火呀！
str_guide2_3_002,不行不行，再烧旺点！,不行不行，再烧旺点！,不行不行，再燒旺點！
str_guide2_3_003,现在差不多了，可以开始烤野菜咯！,现在差不多了，可以开始烤野菜咯！,現在差不多了，可以開始烤野菜咯！
str_guide2_3_004,不错不错，这个野菜真香！\n我对我们未来在原始社会生存充满希望！\nO(∩_∩)O哈哈~,不错不错，这个野菜真香！\n我对我们未来在原始社会生存充满希望！\nO(∩_∩)O哈哈~,不錯不錯，這個野菜真香！\n我對我們未來在原始社會生存充滿希望！\nO(∩_∩)O哈哈~
str_guide2_0_001,点击<color=#7F00FF>采集野果</color>,点击<color=#7F00FF>采集野果</color>,點擊<color=#7F00FF>採集野果</color>
str_guide2_0_002,点击<color=#7F00FF>树木</color>砍伐，搜集<color=#7F00FF>木材</color>。,点击<color=#7F00FF>树木</color>砍伐，搜集<color=#7F00FF>木材</color>。,點擊<color=#7F00FF>樹木</color>砍伐，搜集<color=#7F00FF>木材</color>。
str_guide2_0_003,点击<color=#7F00FF>篝火</color>，升起火焰。,点击<color=#7F00FF>篝火</color>，升起火焰。,點擊<color=#7F00FF>篝火</color>，升起火焰。
str_guide2_0_004,再次点击篝火，让火焰再大一些。,再次点击篝火，让火焰再大一些。,再次點擊篝火，讓火焰再大一些。
str_guide2_0_005,小提示，点击建筑时，会有意想不到的惊喜哦。,小提示，点击建筑时，会有意想不到的惊喜哦。,小提示，點擊建築時，會有意想不到的驚喜哦。
str_guide2_0_006,草丛里好像有什么东西...\n去看看到底是什么？,草丛里好像有什么东西...\n去看看到底是什么？,草叢裏好像有什麼東西...\n去看看到底是什麼？
str_gogather,去采集,去采集,去採集
str_collect,收取,收取,收取
str_goto,前往,前往,前往
str_placebuilding,放置建筑,放置建筑,放置建築
str_supplement,补充,补充,補充
str_battle_diary_101,你好，陌生人，很高兴你能读到我这封日记，因为我知道，你一定也是和我一样，是从异世界来到这个原始时代的人。\n不用怀疑和犹豫，我们的到来并不是一个意外，而经过我最近的故事和发现来说，这有可能是一个巨大的，而且无比深厚的阴谋，而我们，可能只是其中一颗令人摆布的棋子罢了。\n故事要从一个名叫“布斯大陆”的地块开始说起，布斯大陆原本是一个完整的陆块，但在一次强烈的火山爆发之后，强大的自然力量将大陆分成了，“塞拉斯”，“迦娜”，“基兰德”三个岛屿，而我现在所处的位置，就是以巨岩之力闻名的“塞拉斯岛”。,你好，陌生人，很高兴你能读到我这封日记，因为我知道，你一定也是和我一样，是从异世界来到这个原始时代的人。\n不用怀疑和犹豫，我们的到来并不是一个意外，而经过我最近的故事和发现来说，这有可能是一个巨大的，而且无比深厚的阴谋，而我们，可能只是其中一颗令人摆布的棋子罢了。\n故事要从一个名叫“布斯大陆”的地块开始说起，布斯大陆原本是一个完整的陆块，但在一次强烈的火山爆发之后，强大的自然力量将大陆分成了，“塞拉斯”，“迦娜”，“基兰德”三个岛屿，而我现在所处的位置，就是以巨岩之力闻名的“塞拉斯岛”。,你好，陌生人，很高興你能讀到我這封日記，因為我知道，你一定也是和我一樣，是從異世界來到這個原始時代的人。\n不用懷疑和猶豫，我們的到來並不是一個意外，而經過我最近的故事和發現來說，這有可能是一個巨大的，而且無比深厚的陰謀，而我們，可能只是其中一顆令人擺佈的棋子罷了。\n故事要從一個名叫“布斯大陸”的地塊開始說起，布斯大陸原本是一個完整的陸塊，但在一次強烈的火山爆發之後，強大的自然力量將大陸分成了，“塞拉斯”，“迦娜”，“基蘭德”三個島嶼，而我現在所處的位置，就是以巨岩之力聞名的“塞拉斯島”。
str_battle_diary_102,"“塞拉斯岛”位于“布斯大陆”的东侧出海口附近，气候温和宜人，可空气中总弥漫着岩石的气息，令人有些许窒息。“塞拉斯岛”上有两个较强的部落，“德鲁尔部落”和“格兰鲁部落”，两个部落素来不合，在资源有限的情况下，两个部落的纷争必不可少，不过最近，德鲁尔部落却很少在岛上活跃了，也不知道发生了什么变故。\n“迦娜岛”是一座被大量森林覆盖的亚热带岛屿，充满了原始野性风味的冒险天堂，却也是最具风的温和代表的岛屿，他们信奉“艾瑞薇尔”神像，并以艾瑞薇尔雕像为中心，建立了一个艾瑞薇尔部落。\n大家以艾瑞薇尔部落为首，自发建立了周边的各小部族，也算相处融洽。而传闻中至高无上的“艾瑞薇尔”，其实是“海的精灵”，唉，那又是另外的故事了。\n对于""基兰德岛""，我的了解也并不多，只知道那边依靠火元素占据了不少地盘，而信奉火之精灵-布兰德里的族人们，脾气似乎都挺暴躁。","“塞拉斯岛”位于“布斯大陆”的东侧出海口附近，气候温和宜人，可空气中总弥漫着岩石的气息，令人有些许窒息。“塞拉斯岛”上有两个较强的部落，“德鲁尔部落”和“格兰鲁部落”，两个部落素来不合，在资源有限的情况下，两个部落的纷争必不可少，不过最近，德鲁尔部落却很少在岛上活跃了，也不知道发生了什么变故。\n“迦娜岛”是一座被大量森林覆盖的亚热带岛屿，充满了原始野性风味的冒险天堂，却也是最具风的温和代表的岛屿，他们信奉“艾瑞薇尔”神像，并以艾瑞薇尔雕像为中心，建立了一个艾瑞薇尔部落。\n大家以艾瑞薇尔部落为首，自发建立了周边的各小部族，也算相处融洽。而传闻中至高无上的“艾瑞薇尔”，其实是“海的精灵”，唉，那又是另外的故事了。\n对于""基兰德岛""，我的了解也并不多，只知道那边依靠火元素占据了不少地盘，而信奉火之精灵-布兰德里的族人们，脾气似乎都挺暴躁。","“塞拉斯島”位於“布斯大陸”的東側出海口附近，氣候溫和宜人，可空氣中總彌漫著岩石的氣息，令人有些許窒息。“塞拉斯島”上有兩個較強的部落，“德魯爾部落”和“格蘭魯部落”，兩個部落素來不合，在資源有限的情況下，兩個部落的紛爭必不可少，不過最近，德魯爾部落卻很少在島上活躍了，也不知道發生了什麼變故。\n“迦娜島”是一座被大量森林覆蓋的亞熱帶島嶼，充滿了原始野性風味的冒險天堂，卻也是最具風的溫和代表的島嶼，他們信奉“艾瑞薇爾”神像，並以艾瑞薇爾雕像為中心，建立了一個艾瑞薇爾部落。\n大家以艾瑞薇爾部落為首，自發建立了周邊的各小部族，也算相處融洽。而傳聞中至高無上的“艾瑞薇爾”，其實是“海的精靈”，唉，那又是另外的故事了。\n對於""基蘭德島""，我的瞭解也並不多，只知道那邊依靠火元素佔據了不少地盤，而信奉火之精靈-布蘭德裏的族人們，脾氣似乎都挺暴躁。"
